Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
Airtel,Indoor,4G,4,Satisfactory,18.464894100000002,79.1110887,Telangana
RJio,Indoor,4G,4,Satisfactory,21.115401300000002,79.11354695,Maharashtra
RJio,Indoor,4G,3,Call Dropped,22.45784723,88.43163376,West Bengal
RJio,Indoor,4G,2,Poor Voice Quality,22.6841207,72.8594166,Gujarat
RJio,Indoor,4G,2,Poor Voice Quality,28.51990389,77.1594687,NCT
RJio,Indoor,4G,5,Satisfactory,25.96745676,85.84494806,Bihar
RJio,Indoor,4G,5,Satisfactory,11.3657927,77.74871850000001,Tamil Nadu
RJio,Outdoor,4G,5,Satisfactory,28.697031,76.9168,Haryana
Airtel,Indoor,4G,5,Satisfactory,10.95362103,78.06593559,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,28.911938,76.56643000000001,Haryana
Airtel,Indoor,4G,5,Satisfactory,22.54257433,88.36264316,West Bengal
RJio,Outdoor,4G,5,Satisfactory,21.500217000000003,86.93523,Odisha
RJio,Outdoor,4G,3,Satisfactory,12.921971000000001,77.669075,Karnataka
RJio,Indoor,4G,2,Poor Voice Quality,25.592997399999998,85.1399441,Bihar
RJio,Travelling,4G,5,Satisfactory,25.543326399999998,87.5641495,Bihar
RJio,Indoor,4G,5,Satisfactory,22.58741857,88.42209901,West Bengal
Airtel,Outdoor,4G,5,Satisfactory,28.539314,77.28631999999999,Delhi
RJio,Indoor,4G,5,Satisfactory,23.24685937,87.86010063,West Bengal
Airtel,Travelling,4G,3,Satisfactory,19.22193791,73.09427698,Maharashtra
Vodafone,Indoor,4G,2,Poor Voice Quality,23.55653858,72.61910246,Gujarat
RJio,Outdoor,4G,4,Satisfactory,18.52023685,73.83163322,Maharashtra
Vodafone,Outdoor,3G,4,Satisfactory,28.58783,77.31049,Uttar Pradesh
Idea,Indoor,3G,5,Satisfactory,21.1126573,79.0689449,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,25.61013098,85.13807918,Bihar
Airtel,Indoor,4G,5,Satisfactory,13.01989073,77.67050520000001,Karnataka
RJio,Travelling,4G,4,Satisfactory,32.55747,76.123795,Himachal Pradesh
RJio,Outdoor,4G,4,Satisfactory,11.2392713,77.21730459999999,Tamil Nadu
RJio,Travelling,4G,4,Satisfactory,22.57560678,88.34601724,West Bengal
RJio,Travelling,4G,4,Satisfactory,27.399045,80.128485,Uttar Pradesh
Idea,Indoor,3G,2,Poor Voice Quality,12.04686909,75.52385417,Kerala
RJio,Indoor,4G,5,Satisfactory,21.348723100000004,83.63726109999999,Odisha
Airtel,Indoor,4G,5,Satisfactory,12.26621172,76.60286075,Karnataka
RJio,Travelling,4G,5,Satisfactory,18.421395699999998,79.1363319,Telangana
RJio,Outdoor,4G,5,Satisfactory,26.511447999999998,84.30224,Bihar
RJio,Indoor,4G,1,Poor Voice Quality,13.11244971,77.56772586,Karnataka
Vodafone,Indoor,3G,4,Satisfactory,22.8960948,70.8725749,Gujarat
RJio,Outdoor,4G,3,Satisfactory,16.52195333,80.62994259999999,Andhra Pradesh
RJio,Outdoor,4G,4,Satisfactory,26.363481099999998,75.94026679999999,Rajasthan
Idea,Outdoor,2G,3,Satisfactory,17.450789999999998,78.35811,Telangana
Idea,Indoor,3G,1,Poor Voice Quality,17.74269618,83.26108587,Andhra Pradesh
BSNL,Indoor,4G,5,Satisfactory,13.0656587,80.23406740000001,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,25.570187,83.968735,Bihar
Airtel,Outdoor,4G,4,Satisfactory,25.8791646,86.59722459999999,Bihar
RJio,Indoor,4G,1,Call Dropped,28.4263869,77.040817,Haryana
RJio,Indoor,4G,5,Satisfactory,30.86179209,75.83476657,Punjab
RJio,Indoor,4G,1,Call Dropped,24.63636819,83.09860733,Uttar Pradesh
RJio,Travelling,4G,4,Satisfactory,22.86427605,88.36442096,West Bengal
RJio,Indoor,4G,5,Satisfactory,20.309925500000002,85.819212,Odisha
RJio,Indoor,4G,5,Satisfactory,21.49214378,86.91369528,Odisha
RJio,Outdoor,4G,1,Poor Voice Quality,14.8029995,75.40309,Karnataka
RJio,Travelling,4G,5,Satisfactory,17.69523271,83.00787287,Andhra Pradesh
Airtel,Outdoor,4G,5,Satisfactory,28.539677,77.286644,Delhi
Idea,Indoor,4G,3,Satisfactory,21.13081005,79.08432064,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,11.4867475,77.11413359999999,Tamil Nadu
RJio,Travelling,4G,5,Satisfactory,28.65010618,77.31899394,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,13.02321689,80.22435459,Tamil Nadu
Airtel,Travelling,4G,5,Satisfactory,28.72481704,77.28258491,Uttar Pradesh
Idea,Indoor,4G,5,Satisfactory,18.50579193,73.85766801,Maharashtra
Airtel,Outdoor,2G,1,Poor Voice Quality,22.5370764,88.35433509999999,West Bengal
RJio,Indoor,4G,5,Satisfactory,21.506757699999998,86.8896473,Odisha
RJio,Travelling,4G,5,Satisfactory,18.3489497,79.160781,Telangana
Airtel,Indoor,3G,1,Poor Voice Quality,25.10223636,76.49764851,Rajasthan
BSNL,Indoor,2G,1,Poor Voice Quality,9.248704822,76.61805815,Kerala
RJio,Outdoor,4G,3,Satisfactory,26.94077647,75.61019189,Rajasthan
MTNL,Outdoor,4G,5,Satisfactory,18.99464399,72.83285097,Maharashtra
Vodafone,Outdoor,3G,2,Poor Voice Quality,26.74418366,88.39952677,West Bengal
Idea,Outdoor,3G,3,Poor Voice Quality,18.52481464,73.84150879,Maharashtra
Airtel,Indoor,3G,4,Satisfactory,19.0502897,72.90434909999999,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,30.32404952,78.04208129999999,Uttarakhand
Vodafone,Indoor,3G,5,Satisfactory,26.89628333,75.73704833,Rajasthan
Airtel,Outdoor,4G,5,Satisfactory,23.23285183,77.39462024,Madhya Pradesh
Vodafone,Outdoor,3G,4,Satisfactory,22.81808137,70.8325489,Gujarat
Telenor,Indoor,4G,2,Poor Voice Quality,22.679922100000002,72.85727109999999,Gujarat
Idea,Indoor,4G,1,Call Dropped,18.51195731,73.77122733,Maharashtra
Idea,Indoor,3G,4,Satisfactory,18.53610314,73.85095695,Maharashtra
Airtel,Outdoor,3G,4,Satisfactory,26.891240000000003,75.831825,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,28.62790623,77.43535384,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,16.77405246,80.28607603,Andhra Pradesh
Airtel,Indoor,4G,1,Poor Voice Quality,23.24870424,87.86121265,West Bengal
Vodafone,Indoor,4G,3,Poor Voice Quality,18.50685338,73.9284494,Maharashtra
RJio,Travelling,4G,5,Satisfactory,18.3500646,79.16038420000001,Telangana
Airtel,Travelling,3G,4,Satisfactory,18.095251,75.42639,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,19.0017164,72.8223168,Maharashtra
Idea,Indoor,4G,5,Satisfactory,21.1126573,79.0689449,Maharashtra
RJio,Travelling,4G,5,Satisfactory,22.940673899999997,88.35169097,West Bengal
BSNL,Outdoor,3G,4,Satisfactory,10.53506086,76.99587179,Tamil Nadu
RJio,Outdoor,4G,2,Poor Voice Quality,14.795599,75.40438,Karnataka
RJio,Indoor,4G,3,Satisfactory,8.4924184,76.9451324,Kerala
Airtel,Travelling,3G,5,Satisfactory,18.359838699999997,78.995452,Telangana
Airtel,Travelling,4G,4,Satisfactory,25.62815623,85.10178259999999,Bihar
RJio,Indoor,4G,4,Satisfactory,28.65447183,77.15889007,NCT
Airtel,Indoor,3G,1,Call Dropped,23.8176438,86.4679013,Jharkhand
Vodafone,Indoor,3G,4,Satisfactory,19.09629794,72.89612324,Maharashtra
Idea,Outdoor,4G,1,Poor Voice Quality,20.609865300000003,72.92022656,Gujarat
Vodafone,Indoor,3G,5,Satisfactory,18.54221372,73.82495622,Maharashtra
Vodafone,Travelling,4G,5,Satisfactory,26.88910064,75.73702836,Rajasthan
Vodafone,Travelling,4G,1,Call Dropped,28.72005272,77.33170538,Uttar Pradesh
RJio,Outdoor,4G,1,Poor Voice Quality,28.531996000000003,77.21913,Delhi
RJio,Indoor,4G,2,Poor Voice Quality,23.2579003,77.3974604,Madhya Pradesh
RJio,Indoor,4G,3,Satisfactory,19.0649822,72.87897316,Maharashtra
RJio,Travelling,4G,1,Poor Voice Quality,25.61013098,85.13807918,Bihar
Airtel,Indoor,3G,1,Poor Voice Quality,28.531498699999997,77.2145537,NCT
RJio,Outdoor,4G,3,Poor Voice Quality,17.25019167,80.15842333,Telangana
Airtel,Indoor,4G,4,Satisfactory,22.5688311,88.3432088,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.5738501,88.3495654,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,13.11386438,77.63538755,Karnataka
Airtel,Indoor,4G,3,Call Dropped,25.6028909,85.1490961,Bihar
Vodafone,Travelling,3G,4,Satisfactory,23.02744288,72.55760322,Gujarat
Vodafone,Indoor,4G,5,Satisfactory,22.580727800000002,88.4374696,West Bengal
Airtel,Travelling,4G,1,Poor Voice Quality,18.64361964,73.79078795,Maharashtra
RJio,Indoor,4G,5,Satisfactory,21.749065100000003,70.5675817,Gujarat
Airtel,Outdoor,4G,5,Satisfactory,12.912466,77.57491999999999,Karnataka
RJio,Outdoor,4G,2,Poor Voice Quality,22.08524852,87.81111656,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,16.77395132,80.28659772,Andhra Pradesh
RJio,Travelling,4G,5,Satisfactory,23.53317862,88.19524078,West Bengal
RJio,Indoor,4G,5,Satisfactory,29.66816144,76.99048698,Haryana
Vodafone,Indoor,2G,5,Satisfactory,18.556415100000002,73.80924074,Maharashtra
RJio,Indoor,4G,5,Satisfactory,23.246789399999997,87.85995324,West Bengal
RJio,Indoor,4G,1,Call Dropped,27.196063199999998,77.96477940000001,Uttar Pradesh
RJio,Outdoor,4G,1,Poor Voice Quality,27.64164333,79.95043000000001,Uttar Pradesh
Vodafone,Indoor,3G,3,Poor Voice Quality,22.6357029,88.44021640000001,West Bengal
RJio,Indoor,4G,5,Satisfactory,27.84491818,75.25049174,Rajasthan
RJio,Indoor,4G,4,Satisfactory,18.45939032,73.82357691,Maharashtra
RJio,Indoor,4G,1,Call Dropped,19.47105285,72.81466189,Maharashtra
Airtel,Indoor,3G,3,Satisfactory,19.69835833,72.77022333,Maharashtra
Airtel,Outdoor,3G,4,Satisfactory,18.101316,75.42844000000001,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.112904,79.069007,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,25.558557999999998,83.989136,Bihar
RJio,Outdoor,4G,4,Satisfactory,19.120652300000003,73.97376509,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,28.9240581,77.65234079999999,Uttar Pradesh
Vodafone,Indoor,3G,4,Satisfactory,19.0323179,72.8535787,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,26.81316608,75.80295437,Rajasthan
Vodafone,Outdoor,4G,5,Satisfactory,26.954971399999998,75.7710234,Rajasthan
RJio,Outdoor,4G,3,Satisfactory,28.522438,77.18227399999999,Delhi
Vodafone,Indoor,3G,4,Satisfactory,22.82685454,70.86258075,Gujarat
RJio,Indoor,4G,4,Satisfactory,21.92000009,82.77999876,Chhattisgarh
RJio,Indoor,4G,5,Satisfactory,27.84852861,75.2527864,Rajasthan
Vodafone,Indoor,4G,4,Satisfactory,22.89607468,70.87244516,Gujarat
RJio,Travelling,4G,1,Poor Voice Quality,22.8522116,88.36510241,West Bengal
RJio,Indoor,4G,4,Satisfactory,18.99742805,73.03551648,Maharashtra
Airtel,Outdoor,4G,1,Poor Voice Quality,15.364684,75.124214,Karnataka
RJio,Travelling,4G,4,Satisfactory,22.90487397,88.34113425,West Bengal
RJio,Indoor,4G,5,Satisfactory,21.3202238,83.5261723,Odisha
BSNL,Indoor,2G,3,Satisfactory,22.62487688,88.37820289,West Bengal
RJio,Indoor,4G,5,Satisfactory,24.56100651,81.30948331,Madhya Pradesh
Vodafone,Indoor,4G,1,Poor Voice Quality,18.6301624,73.7970823,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,25.153542,75.845085,Rajasthan
Airtel,Outdoor,3G,5,Satisfactory,28.735027000000002,77.76065,Uttar Pradesh
RJio,Indoor,4G,1,Call Dropped,22.44379147,88.43242003,West Bengal
Airtel,Indoor,4G,1,Call Dropped,23.819951,86.4713777,Jharkhand
Airtel,Outdoor,4G,4,Satisfactory,25.8791646,86.59722459999999,Bihar
RJio,Travelling,4G,3,Satisfactory,16.38231924,80.53033849,Andhra Pradesh
Airtel,Outdoor,3G,2,Poor Voice Quality,12.970758,77.565384,Karnataka
Airtel,Outdoor,4G,4,Satisfactory,25.53756434,87.57641717,Bihar
Vodafone,Travelling,4G,5,Satisfactory,18.941129999999998,72.83543399999999,Maharashtra
Airtel,Indoor,3G,4,Satisfactory,27.20342047,78.0053197,Uttar Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,22.681860999999998,72.86412890000001,Gujarat
Airtel,Indoor,4G,4,Satisfactory,19.181635399999998,72.9481889,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,25.5927456,85.1398796,Bihar
RJio,Outdoor,4G,4,Satisfactory,28.977724,77.05105,Haryana
RJio,Travelling,4G,1,Poor Voice Quality,18.6443668,73.7810638,Maharashtra
RJio,Indoor,4G,5,Satisfactory,29.7094706,77.00161974,Haryana
Vodafone,Indoor,4G,2,Call Dropped,23.55652007,72.61912672,Gujarat
RJio,Indoor,4G,5,Satisfactory,12.9616558,80.21512379,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,22.38223435,82.62166613,Chhattisgarh
RJio,Outdoor,4G,5,Satisfactory,23.236538,87.87478,West Bengal
RJio,Indoor,4G,5,Satisfactory,23.0218023,72.61833891,Gujarat
Airtel,Indoor,3G,1,Call Dropped,27.21473245,77.95989017,Uttar Pradesh
Airtel,Indoor,4G,1,Call Dropped,18.65615672,73.77406282,Maharashtra
Airtel,Outdoor,4G,5,Satisfactory,12.912486,77.574905,Karnataka
Airtel,Outdoor,3G,4,Satisfactory,26.871746,80.89761999999999,Uttar Pradesh
RJio,Outdoor,4G,2,Poor Voice Quality,19.07016,72.91449,Maharashtra
RJio,Indoor,4G,5,Satisfactory,22.5172831,88.33888259999999,West Bengal
Airtel,Indoor,4G,3,Poor Voice Quality,28.6141804,77.0358191,NCT
BSNL,Outdoor,2G,4,Satisfactory,13.025304499999999,77.56796070000001,Karnataka
BSNL,Indoor,2G,3,Satisfactory,22.587549,88.3913124,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,25.45049466,81.85974244,Uttar Pradesh
RJio,Indoor,4G,3,Satisfactory,8.4782386,76.971661,Kerala
BSNL,Indoor,3G,5,Satisfactory,18.50757134,73.80578772,Maharashtra
Idea,Indoor,3G,5,Satisfactory,17.4319307,78.4371012,Telangana
BSNL,Outdoor,4G,5,Satisfactory,17.424437,78.48653,Telangana
Idea,Outdoor,3G,3,Satisfactory,17.92492,83.434715,Andhra Pradesh
RJio,Outdoor,4G,4,Satisfactory,16.70069975,74.22763534,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,22.851688,88.37931999999999,West Bengal
RJio,Indoor,4G,5,Satisfactory,28.68603098,77.30196314,Uttar Pradesh
RJio,Outdoor,4G,3,Satisfactory,23.171038,82.98781600000001,Chhattisgarh
Airtel,Indoor,4G,5,Satisfactory,10.58326651,77.26368306,Tamil Nadu
Airtel,Outdoor,4G,4,Satisfactory,26.140348,85.36996500000001,Bihar
Airtel,Indoor,4G,1,Call Dropped,23.818768300000002,86.46985620000001,Jharkhand
BSNL,Indoor,2G,3,Poor Voice Quality,20.26158163,85.79873992,Odisha
RJio,Indoor,4G,3,Satisfactory,22.684114899999997,72.8594152,Gujarat
Idea,Outdoor,3G,1,Call Dropped,18.57985603,73.73940489,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,21.92000009,82.77999876,Chhattisgarh
Airtel,Indoor,3G,1,Call Dropped,19.17020724,72.84985414,Maharashtra
Vodafone,Travelling,3G,5,Satisfactory,19.103226,72.87308,Maharashtra
Vodafone,Indoor,3G,3,Satisfactory,23.75682333,87.779325,West Bengal
RJio,Indoor,4G,5,Satisfactory,12.84665701,77.65921042,Karnataka
RJio,Travelling,4G,5,Satisfactory,28.412428000000002,77.04415,Haryana
Airtel,Outdoor,2G,4,Satisfactory,25.882667899999998,86.59480691,Bihar
RJio,Indoor,4G,3,Satisfactory,19.21949025,72.83801496,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,23.787295999999998,85.549835,Jharkhand
Vodafone,Outdoor,4G,1,Poor Voice Quality,28.003933,75.97912600000001,Haryana
Airtel,Indoor,4G,4,Satisfactory,17.65765665,75.90563888,Maharashtra
Airtel,Outdoor,4G,5,Satisfactory,17.689377,83.00907,Andhra Pradesh
Airtel,Indoor,3G,1,Poor Voice Quality,28.66125114,77.22575964,NCT
RJio,Indoor,4G,4,Satisfactory,26.191995000000002,78.1582479,Madhya Pradesh
Vodafone,Outdoor,3G,3,Satisfactory,28.587805,77.31048,Uttar Pradesh
Airtel,Indoor,4G,3,Call Dropped,19.16320728,72.83594721,Maharashtra
RJio,Indoor,4G,5,Satisfactory,29.67280735,77.00738753,Haryana
RJio,Indoor,4G,5,Satisfactory,28.42641327,77.04078722,Haryana
BSNL,Outdoor,2G,5,Satisfactory,17.30652098,78.42877332,Telangana
BSNL,Indoor,3G,3,Satisfactory,12.9347618,77.5435015,Karnataka
Idea,Indoor,2G,3,Poor Voice Quality,11.079191,76.998577,Tamil Nadu
RJio,Travelling,4G,2,Poor Voice Quality,18.6443668,73.7810638,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,11.241159699999999,77.2182438,Tamil Nadu
RJio,Indoor,4G,1,Poor Voice Quality,25.5928887,85.139552,Bihar
RJio,Indoor,4G,5,Satisfactory,13.1232682,80.1914407,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,27.84482315,75.25062311,Rajasthan
RJio,Indoor,4G,4,Satisfactory,12.93097359,77.58664075,Karnataka
Vodafone,Indoor,3G,4,Satisfactory,22.89614957,70.8726092,Gujarat
RJio,Indoor,4G,1,Poor Voice Quality,17.97517724,79.51104194,Telangana
RJio,Indoor,4G,2,Poor Voice Quality,21.16219851,72.88005116,Gujarat
RJio,Indoor,4G,5,Satisfactory,25.85570849,85.76649144,Bihar
Idea,Travelling,4G,4,Satisfactory,16.67960199,74.47054226,Maharashtra
Airtel,Indoor,2G,5,Satisfactory,11.40269512,79.11678762,Tamil Nadu
Airtel,Outdoor,2G,5,Satisfactory,11.3572658,79.08597598,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,19.17083469,72.87731342,Maharashtra
RJio,Outdoor,3G,4,Satisfactory,19.070520000000002,72.83351,Maharashtra
Idea,Outdoor,4G,4,Satisfactory,24.765953,86.378876,Bihar
Idea,Indoor,3G,2,Poor Voice Quality,12.04672957,75.52413681,Kerala
RJio,Outdoor,4G,5,Satisfactory,26.511503,84.302155,Bihar
RJio,Indoor,4G,4,Satisfactory,15.39171628,77.22547997,Andhra Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,25.44684937,85.17380578,Bihar
Idea,Outdoor,4G,1,Poor Voice Quality,15.834192999999999,78.036575,Andhra Pradesh
RJio,Outdoor,4G,4,Satisfactory,12.984094500000001,77.5441907,Karnataka
Airtel,Outdoor,4G,5,Satisfactory,28.53993,77.28617,Delhi
RJio,Indoor,4G,5,Satisfactory,29.672912699999998,77.00747504,Haryana
RJio,Indoor,4G,5,Satisfactory,24.555162399999997,81.30493052,Madhya Pradesh
Airtel,Indoor,4G,3,Satisfactory,28.4975001,77.07231259999999,Haryana
Airtel,Outdoor,4G,4,Satisfactory,27.899479,78.06403,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,19.45510361,72.81178144,Maharashtra
Airtel,Outdoor,4G,5,Satisfactory,11.39329217,79.15759511,Tamil Nadu
RJio,Outdoor,4G,3,Satisfactory,30.978338899999997,77.1702647,Himachal Pradesh
RJio,Indoor,4G,3,Poor Voice Quality,15.8330581,78.04743,Telangana
RJio,Travelling,4G,5,Satisfactory,28.61852625,77.27948133,NCT
Vodafone,Indoor,4G,3,Satisfactory,23.55649,72.6175178,Gujarat
RJio,Outdoor,4G,5,Satisfactory,20.428646,72.85045,Daman and Diu
RJio,Indoor,4G,5,Satisfactory,18.96304333,73.01308667,Maharashtra
RJio,Indoor,4G,4,Satisfactory,23.12196654,78.68861792,Madhya Pradesh
BSNL,Indoor,2G,5,Satisfactory,17.37785608,78.4841035,Telangana
RJio,Travelling,4G,4,Satisfactory,23.00978297,72.58662528,Gujarat
Airtel,Indoor,4G,4,Satisfactory,25.61101217,85.11765552,Bihar
